transaction_id,account_id,transaction_type,amount,currency,txn_date,txn_time,status,reference_no
TXN0000092,ACC000357,IMPS,48523.3,INR,2024-07-02,00:00:00,Pending,REF935598
TXN0000093,ACC000366,NEFT,21052.46,INR,2022-12-13,00:00:00,Failed,REF867758
TXN0000094,ACC000416,Transfer,52512.45,INR,2021-11-12,00:00:00,Failed,REF293528
TXN0000095,ACC000484,IMPS,21040.74,INR,2022-02-10,00:00:00,Pending,REF857573
TXN0000096,ACC000255,UPI,57151.52,INR,2021-07-13,00:00:00,Failed,REF389369
TXN0000097,ACC000357,Debit,48291.7,INR,2023-02-11,00:00:00,Pending,REF706754
TXN0000098,ACC000223,UPI,43793.63,INR,2021-01-04,00:00:00,Failed,REF366258
TXN0000099,ACC000142,IMPS,55297.18,INR,2024-02-28,00:00:00,Pending,REF231541
TXN0000100,ACC000175,Online Payment,67255.59,INR,2021-07-15,00:00:00,Pending,REF556505
TXN0000101,ACC000479,NEFT,83460.03,INR,2023-06-14,00:00:00,Success,REF988905
TXN0000102,ACC000104,Transfer,41253.22,INR,2023-11-10,00:00:00,Success,REF433192
TXN0000103,ACC000227,NEFT,38860.34,INR,2021-11-01,00:00:00,Success,REF291847
TXN0000104,ACC000592,ATM Withdrawal,16209.04,INR,2024-04-15,00:00:00,Pending,REF302506
TXN0000105,ACC000451,IMPS,48665.63,INR,2021-07-23,00:00:00,Success,REF308917
TXN0000106,ACC000455,Credit,88964.51,INR,2024-08-16,00:00:00,Pending,REF206865
TXN0000107,ACC000551,NEFT,21840.36,INR,2022-09-20,00:00:00,Pending,REF862239
TXN0000108,ACC000234,EMI,17278.28,INR,2022-12-12,00:00:00,Failed,REF209371
TXN0000109,ACC000492,Debit,98092.71,INR,2021-11-19,00:00:00,Pending,REF421922
TXN0000110,ACC000158,Online Payment,55113.26,INR,2021-07-27,00:00:00,Success,REF979670
TXN0000111,ACC000587,Credit,19823.29,INR,2022-02-26,00:00:00,Success,REF368074
TXN0000112,ACC000259,Debit,26362.78,INR,2022-01-09,00:00:00,Failed,REF100190
TXN0000113,ACC000308,RTGS,22395.31,INR,2022-05-12,00:00:00,Pending,REF533651
TXN0000114,ACC000117,ATM Withdrawal,86349.45,INR,2021-08-23,00:00:00,Failed,REF886100
TXN0000115,ACC000111,RTGS,69746.37,INR,2021-02-17,00:00:00,Success,REF319165
TXN0000116,ACC000360,Credit,31408.83,INR,2023-03-07,00:00:00,Failed,REF783018
TXN0000117,ACC000547,NEFT,22455.03,INR,2023-05-06,00:00:00,Success,REF748777
TXN0000118,ACC000525,RTGS,67710.55,INR,2024-04-12,00:00:00,Pending,REF971180
TXN0000119,ACC000488,Online Payment,17898.68,INR,2023-04-13,00:00:00,Failed,REF321350
TXN0000120,ACC000051,IMPS,21649.24,INR,2024-03-23,00:00:00,Success,REF684494
TXN0000121,ACC000521,Debit,8077.22,INR,2023-01-26,00:00:00,Failed,REF109328
TXN0000122,ACC000014,Online Payment,62741.22,INR,2024-07-18,00:00:00,Success,REF984037
TXN0000123,ACC000198,RTGS,81802.39,INR,2022-09-07,00:00:00,Failed,REF847322
TXN0000124,ACC000210,Transfer,64297.12,INR,2024-09-07,00:00:00,Success,REF789753
TXN0000125,ACC000304,Credit,38256.17,INR,2022-10-28,00:00:00,Pending,REF726216
TXN0000126,ACC000238,UPI,6881.92,INR,2021-04-10,00:00:00,Pending,REF182830
TXN0000127,ACC000294,Credit,79087.23,INR,2022-09-19,00:00:00,Pending,REF821872
TXN0000128,ACC000167,Debit,9260.77,INR,2024-08-08,00:00:00,Success,REF413529
TXN0000129,ACC000026,UPI,70510.15,INR,2024-06-15,00:00:00,Failed,REF767610
TXN0000130,ACC000514,NEFT,89524.22,INR,2021-08-30,00:00:00,Pending,REF586513
TXN0000131,ACC000308,RTGS,96727.5,INR,2023-02-24,00:00:00,Success,REF556467
TXN0000132,ACC000234,NEFT,96883.31,INR,2022-10-21,00:00:00,Failed,REF777645
TXN0000133,ACC000388,NEFT,51956.65,INR,2024-02-14,00:00:00,Failed,REF974601
TXN0000134,ACC000113,EMI,4315.15,INR,2023-07-09,00:00:00,Failed,REF312890
TXN0000135,ACC000158,RTGS,39036.86,INR,2024-06-02,00:00:00,Failed,REF478952
TXN0000136,ACC000157,EMI,51973.04,INR,2023-05-22,00:00:00,Success,REF386050
TXN0000137,ACC000244,Debit,56129.04,INR,2023-05-03,00:00:00,Success,REF135503
TXN0000138,ACC000456,Online Payment,91100.75,INR,2023-06-20,00:00:00,Pending,REF899897
TXN0000139,ACC000065,Debit,92420.9,INR,2021-08-12,00:00:00,Failed,REF416189
TXN0000140,ACC000519,Credit,81080.13,INR,2023-01-16,00:00:00,Success,REF937243
TXN0000141,ACC000485,Debit,1678.78,INR,2021-11-06,00:00:00,Pending,REF333258
TXN0000142,ACC000084,Debit,55320.49,INR,2024-05-22,00:00:00,Pending,REF173902
TXN0000143,ACC000141,Online Payment,82131.24,INR,2023-05-04,00:00:00,Failed,REF364112
TXN0000144,ACC000247,UPI,83974.65,INR,2021-04-07,00:00:00,Pending,REF878246
TXN0000145,ACC000100,IMPS,94460.9,INR,2023-04-17,00:00:00,Failed,REF726672
TXN0000146,ACC000060,Debit,10133.68,INR,2021-05-12,00:00:00,Pending,REF827251
TXN0000147,ACC000221,EMI,83848.26,INR,2022-07-23,00:00:00,Pending,REF621025
TXN0000148,ACC000297,Transfer,57485.59,INR,2021-02-13,00:00:00,Failed,REF578544
TXN0000149,ACC000600,UPI,29977.38,INR,2022-07-17,00:00:00,Pending,REF773694
TXN0000150,ACC000522,Debit,9502.89,INR,2023-11-24,00:00:00,Failed,REF456955
TXN0000151,ACC000235,UPI,11582.02,INR,2023-11-08,00:00:00,Pending,REF405413
TXN0000152,ACC000316,UPI,24818.68,INR,2023-11-17,00:00:00,Failed,REF723998
TXN0000153,ACC000247,NEFT,94332.89,INR,2022-06-11,00:00:00,Pending,REF940531
TXN0000154,ACC000209,Transfer,99751.73,INR,2024-08-19,00:00:00,Success,REF949021
TXN0000155,ACC000572,Credit,8044.69,INR,2024-12-11,00:00:00,Success,REF477867
TXN0000156,ACC000266,EMI,92962.35,INR,2023-03-29,00:00:00,Failed,REF282448
TXN0000157,ACC000099,Online Payment,66100.05,INR,2021-08-02,00:00:00,Success,REF598744
TXN0000158,ACC000542,NEFT,4408.24,INR,2022-01-27,00:00:00,Failed,REF510032
TXN0000159,ACC000436,ATM Withdrawal,37522.85,INR,2024-11-26,00:00:00,Pending,REF876400
TXN0000160,ACC000293,NEFT,65873.78,INR,2023-03-30,00:00:00,Pending,REF514942
TXN0000161,ACC000193,NEFT,94947.9,INR,2023-11-16,00:00:00,Failed,REF683213
TXN0000162,ACC000477,Credit,83926.44,INR,2022-05-08,00:00:00,Pending,REF878801
TXN0000163,ACC000078,IMPS,93863.86,INR,2023-01-07,00:00:00,Failed,REF925689
TXN0000164,ACC000471,RTGS,33309.97,INR,2024-05-16,00:00:00,Failed,REF937693
TXN0000165,ACC000189,IMPS,66979.67,INR,2021-12-15,00:00:00,Success,REF263232
TXN0000166,ACC000582,IMPS,21280.56,INR,2022-11-21,00:00:00,Success,REF650099
TXN0000167,ACC000159,Transfer,71732.58,INR,2022-04-04,00:00:00,Failed,REF990076
TXN0000168,ACC000296,Online Payment,8305.77,INR,2022-02-26,00:00:00,Failed,REF112672
TXN0000169,ACC000446,ATM Withdrawal,38052.37,INR,2021-01-26,00:00:00,Failed,REF761988
TXN0000170,ACC000385,Credit,9483.02,INR,2022-04-13,00:00:00,Failed,REF365279
TXN0000171,ACC000247,Credit,59395.69,INR,2023-08-05,00:00:00,Pending,REF539889
TXN0000172,ACC000596,IMPS,9117.42,INR,2023-07-08,00:00:00,Failed,REF323275
TXN0000173,ACC000060,UPI,57432.53,INR,2021-03-07,00:00:00,Success,REF901755
TXN0000174,ACC000022,EMI,80978.19,INR,2024-11-25,00:00:00,Failed,REF676492
TXN0000175,ACC000150,NEFT,15522.72,INR,2024-01-11,00:00:00,Failed,REF378763
TXN0000176,ACC000355,NEFT,16158.06,INR,2021-07-04,00:00:00,Pending,REF700955
TXN0000177,ACC000344,EMI,43427.94,INR,2022-02-01,00:00:00,Failed,REF694284
TXN0000178,ACC000334,Credit,92791.55,INR,2023-01-31,00:00:00,Pending,REF207077
TXN0000179,ACC000040,UPI,25494.06,INR,2024-08-15,00:00:00,Failed,REF794690
TXN0000180,ACC000281,NEFT,77810.02,INR,2023-07-02,00:00:00,Failed,REF584222
TXN0000181,ACC000479,EMI,31838.81,INR,2021-08-13,00:00:00,Pending,REF749756
TXN0000182,ACC000180,Debit,24897.96,INR,2024-11-01,00:00:00,Pending,REF840567
TXN0000183,ACC000131,ATM Withdrawal,13660.59,INR,2023-10-07,00:00:00,Pending,REF450579
TXN0000184,ACC000193,UPI,99671.21,INR,2023-07-02,00:00:00,Failed,REF931639
TXN0000185,ACC000048,Transfer,81376.74,INR,2021-04-29,00:00:00,Success,REF567688
TXN0000186,ACC000078,Debit,45309.63,INR,2021-02-06,00:00:00,Failed,REF879364
TXN0000187,ACC000422,IMPS,95437.73,INR,2023-04-28,00:00:00,Success,REF991045
TXN0000188,ACC000142,Credit,58670.07,INR,2022-05-03,00:00:00,Failed,REF419647
TXN0000189,ACC000504,NEFT,39568.43,INR,2024-08-15,00:00:00,Pending,REF109787
TXN0000190,ACC000331,Credit,60720.88,INR,2023-06-03,00:00:00,Success,REF332274
TXN0000191,ACC000344,Credit,2780.39,INR,2021-04-24,00:00:00,Failed,REF977155
TXN0000192,ACC000502,RTGS,96613.53,INR,2021-07-22,00:00:00,Pending,REF496902
TXN0000193,ACC000595,UPI,1351.94,INR,2023-02-25,00:00:00,Pending,REF374364
TXN0000194,ACC000420,EMI,95878.09,INR,2023-10-21,00:00:00,Pending,REF652592
TXN0000195,ACC000385,Debit,49248.96,INR,2023-04-09,00:00:00,Pending,REF207140
TXN0000196,ACC000510,NEFT,80055.52,INR,2024-05-10,00:00:00,Success,REF221420
TXN0000197,ACC000481,Online Payment,4671.96,INR,2023-05-13,00:00:00,Pending,REF725190
TXN0000198,ACC000284,Credit,82625.98,INR,2022-05-22,00:00:00,Failed,REF704996
TXN0000199,ACC000480,NEFT,10439.56,INR,2024-07-11,00:00:00,Pending,REF746464
TXN0000200,ACC000054,UPI,30760.98,INR,2022-04-26,00:00:00,Pending,REF518919
TXN0000201,ACC000580,Credit,43102.26,INR,2024-02-06,00:00:00,Pending,REF862117
TXN0000202,ACC000595,Transfer,62367.41,INR,2023-09-06,00:00:00,Failed,REF765063
TXN0000203,ACC000547,Credit,70524.54,INR,2024-09-26,00:00:00,Success,REF254987
TXN0000204,ACC000329,Credit,76541.09,INR,2022-05-16,00:00:00,Success,REF779669
TXN0000205,ACC000169,Online Payment,23885.26,INR,2023-02-20,00:00:00,Success,REF881856
TXN0000206,ACC000542,EMI,76993.13,INR,2024-06-12,00:00:00,Pending,REF248710
TXN0000207,ACC000104,ATM Withdrawal,43990.57,INR,2023-03-01,00:00:00,Failed,REF261003
TXN0000208,ACC000460,Transfer,84435.94,INR,2022-08-15,00:00:00,Failed,REF119519
TXN0000209,ACC000541,Online Payment,79629.06,INR,2021-04-18,00:00:00,Success,REF271097
TXN0000210,ACC000001,NEFT,83558.91,INR,2024-10-27,00:00:00,Pending,REF167373
TXN0000211,ACC000335,UPI,7203.64,INR,2023-02-17,00:00:00,Success,REF418351
TXN0000212,ACC000555,Credit,58083.02,INR,2021-09-07,00:00:00,Failed,REF631941
TXN0000213,ACC000147,RTGS,82063.09,INR,2021-09-05,00:00:00,Success,REF261303
TXN0000214,ACC000315,ATM Withdrawal,90247.69,INR,2021-04-22,00:00:00,Failed,REF202329
TXN0000215,ACC000187,RTGS,63410.03,INR,2022-11-03,00:00:00,Success,REF294134
TXN0000216,ACC000322,NEFT,68468.09,INR,2024-10-17,00:00:00,Pending,REF569775
TXN0000217,ACC000283,Online Payment,60524.48,INR,2022-01-11,00:00:00,Success,REF744510
TXN0000218,ACC000381,Transfer,24304.16,INR,2024-11-28,00:00:00,Success,REF805896
TXN0000219,ACC000125,ATM Withdrawal,77862.67,INR,2021-01-13,00:00:00,Failed,REF438729
TXN0000220,ACC000101,Online Payment,92011.17,INR,2024-10-21,00:00:00,Failed,REF945551
TXN0000221,ACC000554,Transfer,44328.89,INR,2021-07-10,00:00:00,Failed,REF521494
TXN0000222,ACC000185,Transfer,20816.37,INR,2021-01-14,00:00:00,Success,REF800208
TXN0000223,ACC000411,Debit,12657.57,INR,2023-07-19,00:00:00,Pending,REF155260
TXN0000224,ACC000420,RTGS,11759.41,INR,2023-03-24,00:00:00,Failed,REF310888
TXN0000225,ACC000248,EMI,78889.65,INR,2022-12-12,00:00:00,Failed,REF657555
TXN0000226,ACC000371,Transfer,87677.43,INR,2021-05-18,00:00:00,Failed,REF538925
TXN0000227,ACC000289,Online Payment,73945.38,INR,2022-03-15,00:00:00,Failed,REF441152
TXN0000228,ACC000456,Online Payment,18842.95,INR,2024-07-31,00:00:00,Failed,REF418436
TXN0000229,ACC000389,EMI,92169.17,INR,2021-09-01,00:00:00,Failed,REF165693
TXN0000230,ACC000581,RTGS,86264.85,INR,2022-06-10,00:00:00,Failed,REF371196
TXN0000231,ACC000405,Debit,23242.18,INR,2024-12-06,00:00:00,Pending,REF264148
TXN0000232,ACC000524,NEFT,19162.7,INR,2021-01-13,00:00:00,Failed,REF500956
TXN0000233,ACC000352,NEFT,64166.75,INR,2024-02-15,00:00:00,Pending,REF858526
TXN0000234,ACC000087,NEFT,66041.32,INR,2022-09-23,00:00:00,Failed,REF639977
TXN0000235,ACC000132,Online Payment,32516.57,INR,2023-08-17,00:00:00,Failed,REF912427
TXN0000236,ACC000490,EMI,96441.52,INR,2021-10-12,00:00:00,Success,REF366303
TXN0000237,ACC000513,Credit,41393.23,INR,2021-02-21,00:00:00,Failed,REF989017
TXN0000238,ACC000550,RTGS,37484.66,INR,2022-03-14,00:00:00,Failed,REF889063
TXN0000239,ACC000021,RTGS,99559.54,INR,2022-02-07,00:00:00,Pending,REF938936
TXN0000240,ACC000095,Debit,63730.29,INR,2022-03-30,00:00:00,Failed,REF493455
TXN0000241,ACC000208,NEFT,37222.37,INR,2024-09-17,00:00:00,Pending,REF576448
TXN0000242,ACC000444,UPI,38975.78,INR,2022-04-08,00:00:00,Success,REF423492
TXN0000243,ACC000532,Debit,58363.92,INR,2023-07-05,00:00:00,Failed,REF793272
TXN0000244,ACC000360,EMI,41868.59,INR,2021-12-18,00:00:00,Success,REF757257
TXN0000245,ACC000520,IMPS,99047.21,INR,2022-11-06,00:00:00,Failed,REF504240
TXN0000246,ACC000323,RTGS,73159.86,INR,2021-03-18,00:00:00,Failed,REF690427
TXN0000247,ACC000524,ATM Withdrawal,66188.93,INR,2021-11-22,00:00:00,Success,REF462614
TXN0000248,ACC000306,Debit,88933.56,INR,2022-04-30,00:00:00,Failed,REF918195
TXN0000249,ACC000306,RTGS,90033.22,INR,2023-04-19,00:00:00,Pending,REF180496
TXN0000250,ACC000044,Debit,17363.57,INR,2022-03-01,00:00:00,Pending,REF196891
TXN0000251,ACC000390,Transfer,91913.13,INR,2022-09-11,00:00:00,Failed,REF170184
TXN0000252,ACC000146,IMPS,32537.95,INR,2023-05-27,00:00:00,Success,REF230362
TXN0000253,ACC000045,Debit,48760.52,INR,2021-03-12,00:00:00,Pending,REF522597
TXN0000254,ACC000286,UPI,44623.73,INR,2022-04-23,00:00:00,Failed,REF294961
TXN0000255,ACC000479,Transfer,16016.02,INR,2023-07-18,00:00:00,Pending,REF464450
TXN0000256,ACC000138,EMI,71507.04,INR,2023-03-16,00:00:00,Pending,REF168309
TXN0000257,ACC000196,Online Payment,97378.98,INR,2024-10-08,00:00:00,Failed,REF658338
TXN0000258,ACC000242,Debit,55535.96,INR,2023-02-26,00:00:00,Success,REF749543
TXN0000259,ACC000327,Credit,1049.69,INR,2024-11-15,00:00:00,Failed,REF920600
TXN0000260,ACC000381,Online Payment,49964.72,INR,2024-03-18,00:00:00,Pending,REF331133
TXN0000261,ACC000306,ATM Withdrawal,72336.83,INR,2022-12-18,00:00:00,Pending,REF897562
TXN0000262,ACC000490,EMI,35674.46,INR,2024-11-27,00:00:00,Failed,REF187003
TXN0000263,ACC000011,EMI,87741.71,INR,2021-03-02,00:00:00,Pending,REF671758
TXN0000264,ACC000398,UPI,49837.74,INR,2023-06-11,00:00:00,Pending,REF677063
TXN0000265,ACC000215,RTGS,98266.59,INR,2023-08-20,00:00:00,Success,REF442029
TXN0000266,ACC000484,Credit,69547.58,INR,2022-08-22,00:00:00,Pending,REF821724
TXN0000267,ACC000141,RTGS,80186.33,INR,2024-07-02,00:00:00,Pending,REF987157
TXN0000268,ACC000211,Online Payment,53560.23,INR,2024-05-09,00:00:00,Success,REF864181
TXN0000269,ACC000203,Online Payment,39876.16,INR,2021-02-15,00:00:00,Success,REF411206
TXN0000270,ACC000357,ATM Withdrawal,57802.05,INR,2021-12-21,00:00:00,Failed,REF867196
TXN0000271,ACC000293,Debit,37409.44,INR,2024-04-21,00:00:00,Success,REF201117
TXN0000272,ACC000311,Online Payment,76033.94,INR,2023-04-27,00:00:00,Failed,REF773606
TXN0000273,ACC000466,Online Payment,76510.94,INR,2024-10-21,00:00:00,Pending,REF688407
TXN0000274,ACC000352,Online Payment,65868.9,INR,2021-01-27,00:00:00,Success,REF446142
TXN0000275,ACC000235,UPI,77967.53,INR,2023-06-01,00:00:00,Failed,REF458829
TXN0000276,ACC000025,Online Payment,28264.39,INR,2023-11-17,00:00:00,Failed,REF244014
TXN0000277,ACC000218,UPI,11757.88,INR,2023-01-23,00:00:00,Failed,REF225364
TXN0000278,ACC000521,Transfer,42778.56,INR,2021-06-27,00:00:00,Pending,REF567855
TXN0000279,ACC000511,Online Payment,36672.94,INR,2023-11-26,00:00:00,Pending,REF144556
TXN0000280,ACC000352,NEFT,91807.47,INR,2022-06-21,00:00:00,Pending,REF290411
TXN0000281,ACC000487,RTGS,33024.58,INR,2021-10-02,00:00:00,Success,REF370546
TXN0000282,ACC000101,ATM Withdrawal,92558.87,INR,2022-05-21,00:00:00,Success,REF306621
TXN0000283,ACC000537,ATM Withdrawal,13161.16,INR,2024-10-26,00:00:00,Failed,REF467574
TXN0000284,ACC000511,UPI,66561.26,INR,2022-01-29,00:00:00,Pending,REF756909
TXN0000285,ACC000237,NEFT,51818.01,INR,2023-09-03,00:00:00,Success,REF147326
TXN0000286,ACC000352,Credit,8642.89,INR,2022-12-17,00:00:00,Success,REF608983
TXN0000287,ACC000153,IMPS,52871.75,INR,2021-12-24,00:00:00,Pending,REF200996
TXN0000288,ACC000530,EMI,14945.96,INR,2023-02-10,00:00:00,Success,REF418150
TXN0000289,ACC000223,EMI,76513.99,INR,2023-08-22,00:00:00,Success,REF601898
TXN0000290,ACC000347,NEFT,20798.82,INR,2022-12-06,00:00:00,Success,REF615281
TXN0000291,ACC000501,ATM Withdrawal,19981.84,INR,2023-10-27,00:00:00,Success,REF822639
